trapId,week,province,avg(temperature),avg(humidity),name,region,closeToWater,vegetation,bugs
14,22,RA,19.296030922541544,60.89142826625279,RA14,Emilia-Romagna,Yes,68,7
13,22,RA,19.296030922541544,60.89142826625279,RA13,Emilia-Romagna,Yes,47,7
12,22,RA,19.296030922541544,60.89142826625279,RA12,Emilia-Romagna,Yes,27,6
11,22,RA,19.296030922541544,60.89142826625279,RA11,Emilia-Romagna,Yes,10,5
40,20,MI,16.761904519701762,65.85857173374721,MI40,Lombardia,No,95,9
39,20,MI,16.761904519701762,65.85857173374721,MI39,Lombardia,No,66,7
38,20,MI,16.761904519701762,65.85857173374721,MI38,Lombardia,No,49,6
37,20,MI,16.761904519701762,65.85857173374721,MI37,Lombardia,No,29,6
36,20,MI,16.761904519701762,65.85857173374721,MI36,Lombardia,No,8,6
35,20,MI,16.761904519701762,65.85857173374721,MI35,Lombardia,Yes,88,9
34,20,MI,16.761904519701762,65.85857173374721,MI34,Lombardia,Yes,70,7
33,20,MI,16.761904519701762,65.85857173374721,MI33,Lombardia,Yes,52,7
32,20,MI,16.761904519701762,65.85857173374721,MI32,Lombardia,Yes,28,6
31,20,MI,16.761904519701762,65.85857173374721,MI31,Lombardia,Yes,10,6
10,37,BO,22.71428607759022,59.31428582327707,BO10,Emilia-Romagna,No,92,39
9,37,BO,22.71428607759022,59.31428582327707,BO9,Emilia-Romagna,No,80,37
8,37,BO,22.71428607759022,59.31428582327707,BO8,Emilia-Romagna,No,55,32
7,37,BO,22.71428607759022,59.31428582327707,BO7,Emilia-Romagna,No,28,26
6,37,BO,22.71428607759022,59.31428582327707,BO6,Emilia-Romagna,No,12,23
5,37,BO,22.71428607759022,59.31428582327707,BO5,Emilia-Romagna,Yes,90,42
4,37,BO,22.71428607759022,59.31428582327707,BO4,Emilia-Romagna,Yes,75,31
3,37,BO,22.71428607759022,59.31428582327707,BO3,Emilia-Romagna,Yes,48,32
2,37,BO,22.71428607759022,59.31428582327707,BO2,Emilia-Romagna,Yes,32,28
1,37,BO,22.71428607759022,59.31428582327707,BO1,Emilia-Romagna,Yes,11,23
30,11,FC,10.283333006359284,59.807142530168804,FC30,Emilia-Romagna,No,89,2
29,11,FC,10.283333006359284,59.807142530168804,FC29,Emilia-Romagna,No,71,2
28,11,FC,10.283333006359284,59.807142530168804,FC28,Emilia-Romagna,No,46,2
27,11,FC,10.283333006359284,59.807142530168804,FC27,Emilia-Romagna,No,25,2
26,11,FC,10.283333006359284,59.807142530168804,FC26,Emilia-Romagna,No,7,2
25,11,FC,10.283333006359284,59.807142530168804,FC25,Emilia-Romagna,Yes,87,2
24,11,FC,10.283333006359284,59.807142530168804,FC24,Emilia-Romagna,Yes,73,2
23,11,FC,10.283333006359284,59.807142530168804,FC23,Emilia-Romagna,Yes,50,2
22,11,FC,10.283333006359284,59.807142530168804,FC22,Emilia-Romagna,Yes,26,2
21,11,FC,10.283333006359284,59.807142530168804,FC21,Emilia-Romagna,Yes,9,1
30,17,FC,14.561904422820561,72.35428619384766,FC30,Emilia-Romagna,No,89,7
29,17,FC,14.561904422820561,72.35428619384766,FC29,Emilia-Romagna,No,71,6
28,17,FC,14.561904422820561,72.35428619384766,FC28,Emilia-Romagna,No,46,6
27,17,FC,14.561904422820561,72.35428619384766,FC27,Emilia-Romagna,No,25,5
26,17,FC,14.561904422820561,72.35428619384766,FC26,Emilia-Romagna,No,7,5
25,17,FC,14.561904422820561,72.35428619384766,FC25,Emilia-Romagna,Yes,87,7
24,17,FC,14.561904422820561,72.35428619384766,FC24,Emilia-Romagna,Yes,73,6
23,17,FC,14.561904422820561,72.35428619384766,FC23,Emilia-Romagna,Yes,50,5
22,17,FC,14.561904422820561,72.35428619384766,FC22,Emilia-Romagna,Yes,26,5
21,17,FC,14.561904422820561,72.35428619384766,FC21,Emilia-Romagna,Yes,9,4
30,43,FC,13.810317327105809,70.3085708618164,FC30,Emilia-Romagna,No,89,11
29,43,FC,13.810317327105809,70.3085708618164,FC29,Emilia-Romagna,No,71,9
28,43,FC,13.810317327105809,70.3085708618164,FC28,Emilia-Romagna,No,46,8
27,43,FC,13.810317327105809,70.3085708618164,FC27,Emilia-Romagna,No,25,8
26,43,FC,13.810317327105809,70.3085708618164,FC26,Emilia-Romagna,No,7,7
25,43,FC,13.810317327105809,70.3085708618164,FC25,Emilia-Romagna,Yes,87,11
24,43,FC,13.810317327105809,70.3085708618164,FC24,Emilia-Romagna,Yes,73,10
23,43,FC,13.810317327105809,70.3085708618164,FC23,Emilia-Romagna,Yes,50,8
22,43,FC,13.810317327105809,70.3085708618164,FC22,Emilia-Romagna,Yes,26,8
21,43,FC,13.810317327105809,70.3085708618164,FC21,Emilia-Romagna,Yes,9,7
40,34,MI,24.05079251243955,58.820000239780974,MI40,Lombardia,No,95,19
39,34,MI,24.05079251243955,58.820000239780974,MI39,Lombardia,No,66,16
38,34,MI,24.05079251243955,58.820000239780974,MI38,Lombardia,No,49,14
37,34,MI,24.05079251243955,58.820000239780974,MI37,Lombardia,No,29,13
36,34,MI,24.05079251243955,58.820000239780974,MI36,Lombardia,No,8,11
35,34,MI,24.05079251243955,58.820000239780974,MI35,Lombardia,Yes,88,17
34,34,MI,24.05079251243955,58.820000239780974,MI34,Lombardia,Yes,70,18
33,34,MI,24.05079251243955,58.820000239780974,MI33,Lombardia,Yes,52,15
32,34,MI,24.05079251243955,58.820000239780974,MI32,Lombardia,Yes,28,13
31,34,MI,24.05079251243955,58.820000239780974,MI31,Lombardia,Yes,10,11
10,10,BO,8.30735970369149,68.65233730960202,BO10,Emilia-Romagna,No,92,0
9,10,BO,8.30735970369149,68.65233730960202,BO9,Emilia-Romagna,No,80,0
8,10,BO,8.30735970369149,68.65233730960202,BO8,Emilia-Romagna,No,55,0
7,10,BO,8.30735970369149,68.65233730960202,BO7,Emilia-Romagna,No,28,0
6,10,BO,8.30735970369149,68.65233730960202,BO6,Emilia-Romagna,No,12,0
5,10,BO,8.30735970369149,68.65233730960202,BO5,Emilia-Romagna,Yes,90,0
4,10,BO,8.30735970369149,68.65233730960202,BO4,Emilia-Romagna,Yes,75,0
3,10,BO,8.30735970369149,68.65233730960202,BO3,Emilia-Romagna,Yes,48,0
2,10,BO,8.30735970369149,68.65233730960202,BO2,Emilia-Romagna,Yes,32,0
1,10,BO,8.30735970369149,68.65233730960202,BO1,Emilia-Romagna,Yes,11,0
30,41,FC,13.816666678776816,70.39428601946149,FC30,Emilia-Romagna,No,89,25
29,41,FC,13.816666678776816,70.39428601946149,FC29,Emilia-Romagna,No,71,21
28,41,FC,13.816666678776816,70.39428601946149,FC28,Emilia-Romagna,No,46,21
27,41,FC,13.816666678776816,70.39428601946149,FC27,Emilia-Romagna,No,25,18
26,41,FC,13.816666678776816,70.39428601946149,FC26,Emilia-Romagna,No,7,16
25,41,FC,13.816666678776816,70.39428601946149,FC25,Emilia-Romagna,Yes,87,26
24,41,FC,13.816666678776816,70.39428601946149,FC24,Emilia-Romagna,Yes,73,22
23,41,FC,13.816666678776816,70.39428601946149,FC23,Emilia-Romagna,Yes,50,19
22,41,FC,13.816666678776816,70.39428601946149,FC22,Emilia-Romagna,Yes,26,18
21,41,FC,13.816666678776816,70.39428601946149,FC21,Emilia-Romagna,Yes,9,15
30,23,FC,22.797620258634055,63.62571498325893,FC30,Emilia-Romagna,No,89,7
29,23,FC,22.797620258634055,63.62571498325893,FC29,Emilia-Romagna,No,71,6
28,23,FC,22.797620258634055,63.62571498325893,FC28,Emilia-Romagna,No,46,6
27,23,FC,22.797620258634055,63.62571498325893,FC27,Emilia-Romagna,No,25,5
26,23,FC,22.797620258634055,63.62571498325893,FC26,Emilia-Romagna,No,7,5
25,23,FC,22.797620258634055,63.62571498325893,FC25,Emilia-Romagna,Yes,87,7
24,23,FC,22.797620258634055,63.62571498325893,FC24,Emilia-Romagna,Yes,73,7
23,23,FC,22.797620258634055,63.62571498325893,FC23,Emilia-Romagna,Yes,50,5
22,23,FC,22.797620258634055,63.62571498325893,FC22,Emilia-Romagna,Yes,26,5
21,23,FC,22.797620258634055,63.62571498325893,FC21,Emilia-Romagna,Yes,9,5
30,24,FC,24.29365006704179,56.35428673880441,FC30,Emilia-Romagna,No,89,6
29,24,FC,24.29365006704179,56.35428673880441,FC29,Emilia-Romagna,No,71,7
28,24,FC,24.29365006704179,56.35428673880441,FC28,Emilia-Romagna,No,46,6
27,24,FC,24.29365006704179,56.35428673880441,FC27,Emilia-Romagna,No,25,5
26,24,FC,24.29365006704179,56.35428673880441,FC26,Emilia-Romagna,No,7,4
25,24,FC,24.29365006704179,56.35428673880441,FC25,Emilia-Romagna,Yes,87,7
24,24,FC,24.29365006704179,56.35428673880441,FC24,Emilia-Romagna,Yes,73,6
23,24,FC,24.29365006704179,56.35428673880441,FC23,Emilia-Romagna,Yes,50,6
22,24,FC,24.29365006704179,56.35428673880441,FC22,Emilia-Romagna,Yes,26,5
21,24,FC,24.29365006704179,56.35428673880441,FC21,Emilia-Romagna,Yes,9,4
20,10,RA,8.011110699366009,70.90428488595145,RA20,Emilia-Romagna,No,91,0
19,10,RA,8.011110699366009,70.90428488595145,RA19,Emilia-Romagna,No,69,0
18,10,RA,8.011110699366009,70.90428488595145,RA18,Emilia-Romagna,No,50,0
17,10,RA,8.011110699366009,70.90428488595145,RA17,Emilia-Romagna,No,30,0
16,10,RA,8.011110699366009,70.90428488595145,RA16,Emilia-Romagna,No,11,0
15,10,RA,8.011110699366009,70.90428488595145,RA15,Emilia-Romagna,Yes,88,0
14,10,RA,8.011110699366009,70.90428488595145,RA14,Emilia-Romagna,Yes,68,0
13,10,RA,8.011110699366009,70.90428488595145,RA13,Emilia-Romagna,Yes,47,0
12,10,RA,8.011110699366009,70.90428488595145,RA12,Emilia-Romagna,Yes,27,0
11,10,RA,8.011110699366009,70.90428488595145,RA11,Emilia-Romagna,Yes,10,0
20,11,RA,9.098412347218346,61.155713762555806,RA20,Emilia-Romagna,No,91,2
19,11,RA,9.098412347218346,61.155713762555806,RA19,Emilia-Romagna,No,69,2
18,11,RA,9.098412347218346,61.155713762555806,RA18,Emilia-Romagna,No,50,2
17,11,RA,9.098412347218346,61.155713762555806,RA17,Emilia-Romagna,No,30,2
16,11,RA,9.098412347218346,61.155713762555806,RA16,Emilia-Romagna,No,11,1
15,11,RA,9.098412347218346,61.155713762555806,RA15,Emilia-Romagna,Yes,88,2
14,11,RA,9.098412347218346,61.155713762555806,RA14,Emilia-Romagna,Yes,68,2
13,11,RA,9.098412347218346,61.155713762555806,RA13,Emilia-Romagna,Yes,47,2
12,11,RA,9.098412347218346,61.155713762555806,RA12,Emilia-Romagna,Yes,27,2
11,11,RA,9.098412347218346,61.155713762555806,RA11,Emilia-Romagna,Yes,10,1
30,19,FC,17.504762316507005,62.24142837524414,FC30,Emilia-Romagna,No,89,7
29,19,FC,17.504762316507005,62.24142837524414,FC29,Emilia-Romagna,No,71,7
28,19,FC,17.504762316507005,62.24142837524414,FC28,Emilia-Romagna,No,46,6
27,19,FC,17.504762316507005,62.24142837524414,FC27,Emilia-Romagna,No,25,5
26,19,FC,17.504762316507005,62.24142837524414,FC26,Emilia-Romagna,No,7,4
25,19,FC,17.504762316507005,62.24142837524414,FC25,Emilia-Romagna,Yes,87,7
24,19,FC,17.504762316507005,62.24142837524414,FC24,Emilia-Romagna,Yes,73,6
23,19,FC,17.504762316507005,62.24142837524414,FC23,Emilia-Romagna,Yes,50,6
22,19,FC,17.504762316507005,62.24142837524414,FC22,Emilia-Romagna,Yes,26,5
21,19,FC,17.504762316507005,62.24142837524414,FC21,Emilia-Romagna,Yes,9,5
30,27,FC,26.131745595780632,54.54142870221819,FC30,Emilia-Romagna,No,89,4
29,27,FC,26.131745595780632,54.54142870221819,FC29,Emilia-Romagna,No,71,3
28,27,FC,26.131745595780632,54.54142870221819,FC28,Emilia-Romagna,No,46,3
27,27,FC,26.131745595780632,54.54142870221819,FC27,Emilia-Romagna,No,25,3
26,27,FC,26.131745595780632,54.54142870221819,FC26,Emilia-Romagna,No,7,2
25,27,FC,26.131745595780632,54.54142870221819,FC25,Emilia-Romagna,Yes,87,3
24,27,FC,26.131745595780632,54.54142870221819,FC24,Emilia-Romagna,Yes,73,4
23,27,FC,26.131745595780632,54.54142870221819,FC23,Emilia-Romagna,Yes,50,3
22,27,FC,26.131745595780632,54.54142870221819,FC22,Emilia-Romagna,Yes,26,3
21,27,FC,26.131745595780632,54.54142870221819,FC21,Emilia-Romagna,Yes,9,2
30,38,FC,21.50476304311601,66.39857046944755,FC30,Emilia-Romagna,No,89,46
29,38,FC,21.50476304311601,66.39857046944755,FC29,Emilia-Romagna,No,71,45
28,38,FC,21.50476304311601,66.39857046944755,FC28,Emilia-Romagna,No,46,43
27,38,FC,21.50476304311601,66.39857046944755,FC27,Emilia-Romagna,No,25,34
26,38,FC,21.50476304311601,66.39857046944755,FC26,Emilia-Romagna,No,7,30
25,38,FC,21.50476304311601,66.39857046944755,FC25,Emilia-Romagna,Yes,87,45
24,38,FC,21.50476304311601,66.39857046944755,FC24,Emilia-Romagna,Yes,73,48
23,38,FC,21.50476304311601,66.39857046944755,FC23,Emilia-Romagna,Yes,50,39
22,38,FC,21.50476304311601,66.39857046944755,FC22,Emilia-Romagna,Yes,26,37
21,38,FC,21.50476304311601,66.39857046944755,FC21,Emilia-Romagna,Yes,9,30
30,28,FC,25.76349288698227,49.79142761230469,FC30,Emilia-Romagna,No,89,6
29,28,FC,25.76349288698227,49.79142761230469,FC29,Emilia-Romagna,No,71,5
28,28,FC,25.76349288698227,49.79142761230469,FC28,Emilia-Romagna,No,46,5
27,28,FC,25.76349288698227,49.79142761230469,FC27,Emilia-Romagna,No,25,4
26,28,FC,25.76349288698227,49.79142761230469,FC26,Emilia-Romagna,No,7,3
25,28,FC,25.76349288698227,49.79142761230469,FC25,Emilia-Romagna,Yes,87,6
24,28,FC,25.76349288698227,49.79142761230469,FC24,Emilia-Romagna,Yes,73,5
23,28,FC,25.76349288698227,49.79142761230469,FC23,Emilia-Romagna,Yes,50,4
22,28,FC,25.76349288698227,49.79142761230469,FC22,Emilia-Romagna,Yes,26,4
21,28,FC,25.76349288698227,49.79142761230469,FC21,Emilia-Romagna,Yes,9,3
30,14,FC,11.77301558237227,56.645713806152344,FC30,Emilia-Romagna,No,89,3
29,14,FC,11.77301558237227,56.645713806152344,FC29,Emilia-Romagna,No,71,3
28,14,FC,11.77301558237227,56.645713806152344,FC28,Emilia-Romagna,No,46,3
27,14,FC,11.77301558237227,56.645713806152344,FC27,Emilia-Romagna,No,25,3
26,14,FC,11.77301558237227,56.645713806152344,FC26,Emilia-Romagna,No,7,2
25,14,FC,11.77301558237227,56.645713806152344,FC25,Emilia-Romagna,Yes,87,4
24,14,FC,11.77301558237227,56.645713806152344,FC24,Emilia-Romagna,Yes,73,3
23,14,FC,11.77301558237227,56.645713806152344,FC23,Emilia-Romagna,Yes,50,3
22,14,FC,11.77301558237227,56.645713806152344,FC22,Emilia-Romagna,Yes,26,3
21,14,FC,11.77301558237227,56.645713806152344,FC21,Emilia-Romagna,Yes,9,2
20,16,RA,10.692857106526693,66.86571393694196,RA20,Emilia-Romagna,No,91,5
19,16,RA,10.692857106526693,66.86571393694196,RA19,Emilia-Romagna,No,69,4
18,16,RA,10.692857106526693,66.86571393694196,RA18,Emilia-Romagna,No,50,5
17,16,RA,10.692857106526693,66.86571393694196,RA17,Emilia-Romagna,No,30,4
16,16,RA,10.692857106526693,66.86571393694196,RA16,Emilia-Romagna,No,11,4
15,16,RA,10.692857106526693,66.86571393694196,RA15,Emilia-Romagna,Yes,88,6
14,16,RA,10.692857106526693,66.86571393694196,RA14,Emilia-Romagna,Yes,68,5
13,16,RA,10.692857106526693,66.86571393694196,RA13,Emilia-Romagna,Yes,47,4
12,16,RA,10.692857106526693,66.86571393694196,RA12,Emilia-Romagna,Yes,27,4
11,16,RA,10.692857106526693,66.86571393694196,RA11,Emilia-Romagna,Yes,10,4
20,30,RA,26.97142767527747,63.81000028337751,RA20,Emilia-Romagna,No,91,10
19,30,RA,26.97142767527747,63.81000028337751,RA19,Emilia-Romagna,No,69,10
18,30,RA,26.97142767527747,63.81000028337751,RA18,Emilia-Romagna,No,50,8
17,30,RA,26.97142767527747,63.81000028337751,RA17,Emilia-Romagna,No,30,8
16,30,RA,26.97142767527747,63.81000028337751,RA16,Emilia-Romagna,No,11,7
15,30,RA,26.97142767527747,63.81000028337751,RA15,Emilia-Romagna,Yes,88,11
14,30,RA,26.97142767527747,63.81000028337751,RA14,Emilia-Romagna,Yes,68,9
13,30,RA,26.97142767527747,63.81000028337751,RA13,Emilia-Romagna,Yes,47,9
12,30,RA,26.97142767527747,63.81000028337751,RA12,Emilia-Romagna,Yes,27,7
11,30,RA,26.97142767527747,63.81000028337751,RA11,Emilia-Romagna,Yes,10,7
40,26,MI,26.08491988409133,50.81285640171596,MI40,Lombardia,No,95,5
39,26,MI,26.08491988409133,50.81285640171596,MI39,Lombardia,No,66,5
38,26,MI,26.08491988409133,50.81285640171596,MI38,Lombardia,No,49,4
37,26,MI,26.08491988409133,50.81285640171596,MI37,Lombardia,No,29,4
36,26,MI,26.08491988409133,50.81285640171596,MI36,Lombardia,No,8,3
35,26,MI,26.08491988409133,50.81285640171596,MI35,Lombardia,Yes,88,5
34,26,MI,26.08491988409133,50.81285640171596,MI34,Lombardia,Yes,70,5
33,26,MI,26.08491988409133,50.81285640171596,MI33,Lombardia,Yes,52,4
32,26,MI,26.08491988409133,50.81285640171596,MI32,Lombardia,Yes,28,4
31,26,MI,26.08491988409133,50.81285640171596,MI31,Lombardia,Yes,10,4
40,16,MI,10.612698509579616,66.61000170026507,MI40,Lombardia,No,95,5
39,16,MI,10.612698509579616,66.61000170026507,MI39,Lombardia,No,66,5
38,16,MI,10.612698509579616,66.61000170026507,MI38,Lombardia,No,49,4
37,16,MI,10.612698509579616,66.61000170026507,MI37,Lombardia,No,29,4
36,16,MI,10.612698509579616,66.61000170026507,MI36,Lombardia,No,8,4
35,16,MI,10.612698509579616,66.61000170026507,MI35,Lombardia,Yes,88,5
34,16,MI,10.612698509579616,66.61000170026507,MI34,Lombardia,Yes,70,5
33,16,MI,10.612698509579616,66.61000170026507,MI33,Lombardia,Yes,52,4
32,16,MI,10.612698509579616,66.61000170026507,MI32,Lombardia,Yes,28,4
31,16,MI,10.612698509579616,66.61000170026507,MI31,Lombardia,Yes,10,3
10,40,BO,19.37063550192212,76.99142783028739,BO10,Emilia-Romagna,No,92,41
9,40,BO,19.37063550192212,76.99142783028739,BO9,Emilia-Romagna,No,80,40
8,40,BO,19.37063550192212,76.99142783028739,BO8,Emilia-Romagna,No,55,30
7,40,BO,19.37063550192212,76.99142783028739,BO7,Emilia-Romagna,No,28,30
6,40,BO,19.37063550192212,76.99142783028739,BO6,Emilia-Romagna,No,12,26
5,40,BO,19.37063550192212,76.99142783028739,BO5,Emilia-Romagna,Yes,90,37
4,40,BO,19.37063550192212,76.99142783028739,BO4,Emilia-Romagna,Yes,75,38
3,40,BO,19.37063550192212,76.99142783028739,BO3,Emilia-Romagna,Yes,48,32
2,40,BO,19.37063550192212,76.99142783028739,BO2,Emilia-Romagna,Yes,32,29
1,40,BO,19.37063550192212,76.99142783028739,BO1,Emilia-Romagna,Yes,11,25
20,27,RA,25.8031736101423,61.21142905099051,RA20,Emilia-Romagna,No,91,4
19,27,RA,25.8031736101423,61.21142905099051,RA19,Emilia-Romagna,No,69,3
18,27,RA,25.8031736101423,61.21142905099051,RA18,Emilia-Romagna,No,50,3
17,27,RA,25.8031736101423,61.21142905099051,RA17,Emilia-Romagna,No,30,3
16,27,RA,25.8031736101423,61.21142905099051,RA16,Emilia-Romagna,No,11,2
15,27,RA,25.8031736101423,61.21142905099051,RA15,Emilia-Romagna,Yes,88,4
14,27,RA,25.8031736101423,61.21142905099051,RA14,Emilia-Romagna,Yes,68,3
13,27,RA,25.8031736101423,61.21142905099051,RA13,Emilia-Romagna,Yes,47,3
12,27,RA,25.8031736101423,61.21142905099051,RA12,Emilia-Romagna,Yes,27,3
11,27,RA,25.8031736101423,61.21142905099051,RA11,Emilia-Romagna,Yes,10,3
20,33,RA,26.6015867203001,56.73428562709263,RA20,Emilia-Romagna,No,91,22
19,33,RA,26.6015867203001,56.73428562709263,RA19,Emilia-Romagna,No,69,16
18,33,RA,26.6015867203001,56.73428562709263,RA18,Emilia-Romagna,No,50,15
17,33,RA,26.6015867203001,56.73428562709263,RA17,Emilia-Romagna,No,30,15
16,33,RA,26.6015867203001,56.73428562709263,RA16,Emilia-Romagna,No,11,13
15,33,RA,26.6015867203001,56.73428562709263,RA15,Emilia-Romagna,Yes,88,22
14,33,RA,26.6015867203001,56.73428562709263,RA14,Emilia-Romagna,Yes,68,19
13,33,RA,26.6015867203001,56.73428562709263,RA13,Emilia-Romagna,Yes,47,16
12,33,RA,26.6015867203001,56.73428562709263,RA12,Emilia-Romagna,Yes,27,14
11,33,RA,26.6015867203001,56.73428562709263,RA11,Emilia-Romagna,Yes,10,12
20,18,RA,16.925396692185178,64.40714209420341,RA20,Emilia-Romagna,No,91,6
19,18,RA,16.925396692185178,64.40714209420341,RA19,Emilia-Romagna,No,69,6
18,18,RA,16.925396692185178,64.40714209420341,RA18,Emilia-Romagna,No,50,6
17,18,RA,16.925396692185178,64.40714209420341,RA17,Emilia-Romagna,No,30,5
16,18,RA,16.925396692185178,64.40714209420341,RA16,Emilia-Romagna,No,11,4
15,18,RA,16.925396692185178,64.40714209420341,RA15,Emilia-Romagna,Yes,88,6
14,18,RA,16.925396692185178,64.40714209420341,RA14,Emilia-Romagna,Yes,68,6
13,18,RA,16.925396692185178,64.40714209420341,RA13,Emilia-Romagna,Yes,47,5
12,18,RA,16.925396692185178,64.40714209420341,RA12,Emilia-Romagna,Yes,27,5
11,18,RA,16.925396692185178,64.40714209420341,RA11,Emilia-Romagna,Yes,10,5
10,18,BO,16.319841354612322,70.63428497314453,BO10,Emilia-Romagna,No,92,8
9,18,BO,16.319841354612322,70.63428497314453,BO9,Emilia-Romagna,No,80,6
8,18,BO,16.319841354612322,70.63428497314453,BO8,Emilia-Romagna,No,55,5
7,18,BO,16.319841354612322,70.63428497314453,BO7,Emilia-Romagna,No,28,5
6,18,BO,16.319841354612322,70.63428497314453,BO6,Emilia-Romagna,No,12,5
5,18,BO,16.319841354612322,70.63428497314453,BO5,Emilia-Romagna,Yes,90,6
4,18,BO,16.319841354612322,70.63428497314453,BO4,Emilia-Romagna,Yes,75,6
3,18,BO,16.319841354612322,70.63428497314453,BO3,Emilia-Romagna,Yes,48,6
2,18,BO,16.319841354612322,70.63428497314453,BO2,Emilia-Romagna,Yes,32,5
1,18,BO,16.319841354612322,70.63428497314453,BO1,Emilia-Romagna,Yes,11,4
20,15,RA,10.168253883482919,75.46857125418526,RA20,Emilia-Romagna,No,91,5
19,15,RA,10.168253883482919,75.46857125418526,RA19,Emilia-Romagna,No,69,4
18,15,RA,10.168253883482919,75.46857125418526,RA18,Emilia-Romagna,No,50,5
17,15,RA,10.168253883482919,75.46857125418526,RA17,Emilia-Romagna,No,30,4
16,15,RA,10.168253883482919,75.46857125418526,RA16,Emilia-Romagna,No,11,4
15,15,RA,10.168253883482919,75.46857125418526,RA15,Emilia-Romagna,Yes,88,5
14,15,RA,10.168253883482919,75.46857125418526,RA14,Emilia-Romagna,Yes,68,5
13,15,RA,10.168253883482919,75.46857125418526,RA13,Emilia-Romagna,Yes,47,5
12,15,RA,10.168253883482919,75.46857125418526,RA12,Emilia-Romagna,Yes,27,4
11,15,RA,10.168253883482919,75.46857125418526,RA11,Emilia-Romagna,Yes,10,3
20,17,RA,14.22063524760897,74.5028577532087,RA20,Emilia-Romagna,No,91,6
19,17,RA,14.22063524760897,74.5028577532087,RA19,Emilia-Romagna,No,69,6
18,17,RA,14.22063524760897,74.5028577532087,RA18,Emilia-Romagna,No,50,6
17,17,RA,14.22063524760897,74.5028577532087,RA17,Emilia-Romagna,No,30,5
16,17,RA,14.22063524760897,74.5028577532087,RA16,Emilia-Romagna,No,11,4
15,17,RA,14.22063524760897,74.5028577532087,RA15,Emilia-Romagna,Yes,88,7
14,17,RA,14.22063524760897,74.5028577532087,RA14,Emilia-Romagna,Yes,68,6
13,17,RA,14.22063524760897,74.5028577532087,RA13,Emilia-Romagna,Yes,47,5
12,17,RA,14.22063524760897,74.5028577532087,RA12,Emilia-Romagna,Yes,27,5
11,17,RA,14.22063524760897,74.5028577532087,RA11,Emilia-Romagna,Yes,10,4
40,25,MI,26.607143462650356,55.01857158115932,MI40,Lombardia,No,95,6
39,25,MI,26.607143462650356,55.01857158115932,MI39,Lombardia,No,66,5
38,25,MI,26.607143462650356,55.01857158115932,MI38,Lombardia,No,49,5
37,25,MI,26.607143462650356,55.01857158115932,MI37,Lombardia,No,29,4
36,25,MI,26.607143462650356,55.01857158115932,MI36,Lombardia,No,8,4
35,25,MI,26.607143462650356,55.01857158115932,MI35,Lombardia,Yes,88,5
34,25,MI,26.607143462650356,55.01857158115932,MI34,Lombardia,Yes,70,5
33,25,MI,26.607143462650356,55.01857158115932,MI33,Lombardia,Yes,52,5
32,25,MI,26.607143462650356,55.01857158115932,MI32,Lombardia,Yes,28,4
31,25,MI,26.607143462650356,55.01857158115932,MI31,Lombardia,Yes,10,3
30,9,FC,8.373015873015873,67.87571389334542,FC30,Emilia-Romagna,No,89,0
29,9,FC,8.373015873015873,67.87571389334542,FC29,Emilia-Romagna,No,71,0
28,9,FC,8.373015873015873,67.87571389334542,FC28,Emilia-Romagna,No,46,0
27,9,FC,8.373015873015873,67.87571389334542,FC27,Emilia-Romagna,No,25,0
26,9,FC,8.373015873015873,67.87571389334542,FC26,Emilia-Romagna,No,7,0
25,9,FC,8.373015873015873,67.87571389334542,FC25,Emilia-Romagna,Yes,87,0
24,9,FC,8.373015873015873,67.87571389334542,FC24,Emilia-Romagna,Yes,73,0
23,9,FC,8.373015873015873,67.87571389334542,FC23,Emilia-Romagna,Yes,50,0
22,9,FC,8.373015873015873,67.87571389334542,FC22,Emilia-Romagna,Yes,26,0
21,9,FC,8.373015873015873,67.87571389334542,FC21,Emilia-Romagna,Yes,9,0
30,29,FC,24.886507912287637,60.08857127598354,FC30,Emilia-Romagna,No,89,9
29,29,FC,24.886507912287637,60.08857127598354,FC29,Emilia-Romagna,No,71,9
28,29,FC,24.886507912287637,60.08857127598354,FC28,Emilia-Romagna,No,46,6
27,29,FC,24.886507912287637,60.08857127598354,FC27,Emilia-Romagna,No,25,6
26,29,FC,24.886507912287637,60.08857127598354,FC26,Emilia-Romagna,No,7,5
25,29,FC,24.886507912287637,60.08857127598354,FC25,Emilia-Romagna,Yes,87,8
24,29,FC,24.886507912287637,60.08857127598354,FC24,Emilia-Romagna,Yes,73,8
23,29,FC,24.886507912287637,60.08857127598354,FC23,Emilia-Romagna,Yes,50,7
22,29,FC,24.886507912287637,60.08857127598354,FC22,Emilia-Romagna,Yes,26,6
21,29,FC,24.886507912287637,60.08857127598354,FC21,Emilia-Romagna,Yes,9,6
20,41,RA,12.406349484882657,75.54428536551339,RA20,Emilia-Romagna,No,91,22
19,41,RA,12.406349484882657,75.54428536551339,RA19,Emilia-Romagna,No,69,24
18,41,RA,12.406349484882657,75.54428536551339,RA18,Emilia-Romagna,No,50,21
17,41,RA,12.406349484882657,75.54428536551339,RA17,Emilia-Romagna,No,30,18
16,41,RA,12.406349484882657,75.54428536551339,RA16,Emilia-Romagna,No,11,15
15,41,RA,12.406349484882657,75.54428536551339,RA15,Emilia-Romagna,Yes,88,22
14,41,RA,12.406349484882657,75.54428536551339,RA14,Emilia-Romagna,Yes,68,22
